Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
22:52:00,20250118,Thursday,91.0,12,2,12,117,Clear
11:55:00,20250102,Sunday,30.0,2,20,27,79,Heavy
13:15:00,20250128,Wednesday,45.0,43,13,16,117,Clear
23:58:00,20250127,Saturday,97.0,43,4,21,165,Heavy
12:00:00,20250123,Thursday,88.0,46,10,19,163,Moderate
19:58:00,20250115,Wednesday,47.0,46,12,23,128,Clear
01:32:00,20250122,Monday,,19,18,29,66,Jam
23:04:00,20250104,Monday,27.0,11,11,6,55,Moderate
03:27:00,20250118,Wednesday,67.0,32,15,15,129,Clear
04:32:00,20250109,Wednesday,5.0,16,6,28,55,Jam
08:33:00,20250102,Monday,90.0,30,11,10,141,Heavy
17:06:00,20250108,Monday,72.0,27,17,24,140,Moderate
11:45:00,20250112,Friday,18.0,40,4,12,74,Moderate
14:29:00,20250119,Friday,37.0,12,5,5,59,Moderate
14:06:00,20250114,Sunday,86.0,16,18,30,150,Clear
13:52:00,20250101,Tuesday,3.0,10,2,22,37,Heavy
16:00:00,20250105,Wednesday,,43,17,12,72,Heavy
14:13:00,20250120,Friday,84.0,46,4,21,155,Heavy
05:28:00,20250111,Wednesday,62.0,46,5,30,143,Moderate
10:25:00,20250111,Tuesday,65.0,33,12,30,140,Jam
16:38:00,20250107,Tuesday,15.0,11,1,8,35,Heavy
03:43:00,20250107,Thursday,12.0,33,7,14,66,Heavy
08:24:00,20250119,Sunday,9.0,27,10,12,58,Jam
19:22:00,20250124,Wednesday,55.0,47,17,8,127,Moderate
18:01:00,20250125,Friday,26.0,48,20,17,111,Heavy
02:00:00,20250120,Monday,,43,11,23,77,Moderate
01:27:00,20250101,Sunday,83.0,5,19,10,117,Heavy
18:06:00,20250122,Thursday,68.0,25,4,18,115,Jam
20:34:00,20250117,Tuesday,9.0,45,10,2,66,Heavy
22:38:00,20250118,Saturday,52.0,-6,3,17,66,Heavy
02:22:00,20250123,Monday,1.0,30,3,23,57,Moderate
00:03:00,20250123,Sunday,29.0,37,19,26,111,Clear
03:34:00,20250127,Sunday,42.0,1,19,1,63,Moderate
20:58:00,20250115,Wednesday,66.0,38,18,19,141,Heavy
09:19:00,20250124,Tuesday,18.0,1,15,20,54,Heavy
20:25:00,20250103,Thursday,31.0,47,5,5,88,Clear
01:40:00,20250130,Wednesday,,7,6,20,33,Jam
13:47:00,20250109,Wednesday,16.0,12,12,19,59,Moderate
18:26:00,20250116,Friday,94.0,17,17,20,148,Clear
21:03:00,20250115,Friday,80.0,16,7,8,111,Heavy
02:27:00,20250124,Saturday,0.0,-9,11,3,5,Clear
15:16:00,20250115,Friday,69.0,50,3,20,142,Moderate
03:31:00,20250126,Tuesday,14.0,11,5,17,47,Moderate
20:15:00,20250113,Friday,87.0,35,19,29,170,Heavy
18:13:00,20250121,Saturday,36.0,0,4,24,64,Moderate
18:22:00,20250115,Monday,67.0,-9,14,0,72,Jam
21:48:00,20250104,Tuesday,2.0,-10,20,18,30,Clear
23:30:00,20250101,Friday,50.0,9,18,3,80,Heavy
12:02:00,20250120,Saturday,80.0,42,0,1,123,Heavy
00:59:00,20250105,Sunday,,48,19,16,83,Heavy
22:26:00,20250120,Saturday,27.0,-5,2,19,43,Jam
20:55:00,20250125,Sunday,68.0,19,6,26,119,Clear
23:09:00,20250105,Wednesday,26.0,1,7,20,54,Clear
18:12:00,20250126,Monday,13.0,30,13,16,72,Jam
12:36:00,20250116,Tuesday,7.0,24,7,1,39,Heavy
14:16:00,20250131,Wednesday,41.0,45,15,7,108,Moderate
16:24:00,20250101,Wednesday,61.0,10,13,9,93,Moderate
11:50:00,20250127,Friday,68.0,16,16,19,119,Jam
03:00:00,20250113,Sunday,77.0,24,1,24,126,Moderate
12:39:00,20250120,Sunday,2.0,43,11,9,65,Jam
08:41:00,20250124,Monday,100.0,23,20,21,164,Jam
06:10:00,20250127,Wednesday,11.0,14,3,20,48,Heavy
15:36:00,20250119,Friday,8.0,45,11,16,80,Heavy
10:20:00,20250121,Friday,63.0,50,13,26,152,Clear
02:47:00,20250120,Wednesday,25.0,12,0,23,60,Heavy
16:36:00,20250114,Wednesday,10.0,35,16,2,63,Clear
19:28:00,20250116,Monday,66.0,2,6,28,102,Jam
03:36:00,20250112,Saturday,34.0,4,18,19,75,Clear
20:00:00,20250107,Sunday,45.0,17,6,2,70,Moderate
17:31:00,20250118,Tuesday,,36,19,29,84,Jam
12:43:00,20250113,Friday,91.0,2,17,23,133,Moderate
20:42:00,20250131,Tuesday,37.0,14,14,10,75,Moderate
08:02:00,20250102,Sunday,86.0,5,16,17,124,Clear
16:06:00,20250106,Thursday,83.0,40,2,16,141,Heavy
20:51:00,20250116,Thursday,18.0,8,20,27,73,Moderate
05:05:00,20250126,Sunday,8.0,40,10,10,68,Heavy
02:46:00,20250109,Wednesday,58.0,50,8,18,134,Jam
09:13:00,20250111,Monday,75.0,46,11,4,136,Heavy
09:37:00,20250109,Wednesday,78.0,7,8,24,117,Jam
04:47:00,20250110,Sunday,47.0,16,9,23,95,Moderate
16:13:00,20250114,Monday,93.0,47,8,12,160,Jam
10:50:00,20250103,Saturday,49.0,48,17,15,129,Clear
14:17:00,20250125,Monday,77.0,6,5,14,102,Moderate
21:44:00,20250102,Friday,32.0,19,8,2,61,Moderate
06:21:00,20250116,Monday,5.0,40,16,23,84,Heavy
23:45:00,20250126,Wednesday,10.0,18,18,23,69,Clear
20:04:00,20250127,Saturday,78.0,24,13,18,133,Moderate
03:03:00,20250101,Sunday,43.0,37,1,8,89,Jam
14:37:00,20250107,Monday,29.0,43,17,24,113,Moderate
15:31:00,20250117,Saturday,37.0,3,12,11,63,Jam
07:40:00,20250126,Tuesday,89.0,-1,20,11,119,Heavy
10:50:00,20250127,Wednesday,34.0,4,19,11,68,Moderate
09:33:00,20250125,Friday,65.0,20,8,25,118,Heavy
09:01:00,20250107,Monday,9.0,17,9,2,37,Moderate
11:29:00,20250121,Saturday,45.0,47,17,23,132,Heavy
11:38:00,20250122,Monday,84.0,7,10,3,104,Jam
00:47:00,20250123,Saturday,91.0,3,6,21,121,Clear
03:24:00,20250123,Friday,67.0,13,20,14,114,Heavy
07:35:00,20250114,Thursday,38.0,1,5,12,56,Jam
18:19:00,20250104,Monday,92.0,33,3,7,135,Heavy
10:11:00,20250106,Sunday,10.0,22,19,26,77,Clear
04:19:00,20250121,Wednesday,44.0,22,19,11,96,Moderate
07:12:00,20250111,Tuesday,,11,14,7,32,Heavy
01:02:00,20250104,Thursday,46.0,41,3,20,110,Heavy
08:50:00,20250106,Thursday,28.0,11,0,24,63,Clear
18:40:00,20250112,Friday,40.0,39,10,14,103,Clear
14:57:00,20250102,Wednesday,62.0,8,0,3,73,Moderate
23:50:00,20250116,Friday,62.0,4,11,24,101,Moderate
03:09:00,20250122,Saturday,52.0,30,18,15,115,Moderate
19:52:00,20250123,Monday,32.0,22,13,13,80,Clear
03:24:00,20250111,Monday,31.0,30,5,2,68,Jam
02:22:00,20250113,Tuesday,,13,8,16,37,Jam
05:11:00,20250122,Saturday,67.0,49,6,5,127,Heavy
21:33:00,20250113,Wednesday,5.0,4,12,2,23,Moderate
14:37:00,20250122,Thursday,95.0,0,14,24,133,Jam
10:29:00,20250125,Tuesday,89.0,-9,10,28,118,Clear
11:47:00,20250114,Friday,1.0,5,0,4,10,Moderate
02:26:00,20250104,Saturday,90.0,0,8,23,121,Heavy
20:44:00,20250129,Thursday,,30,8,4,42,Heavy
18:05:00,20250125,Tuesday,56.0,38,2,25,121,Moderate
01:40:00,20250103,Thursday,57.0,36,18,19,130,Clear
20:17:00,20250115,Saturday,32.0,47,11,21,111,Heavy
07:10:00,20250109,Saturday,23.0,9,3,10,45,Heavy
18:06:00,20250115,Wednesday,81.0,0,20,24,125,Clear
04:08:00,20250117,Thursday,25.0,5,0,28,58,Clear
13:52:00,20250103,Wednesday,8.0,20,18,0,46,Heavy
23:45:00,20250104,Friday,91.0,5,12,18,126,Moderate
02:28:00,20250102,Monday,64.0,23,16,17,120,Moderate
23:08:00,20250123,Thursday,69.0,19,13,23,124,Heavy
14:06:00,20250118,Saturday,0.0,2,17,11,30,Heavy
17:00:00,20250102,Tuesday,12.0,43,5,8,68,Moderate
13:00:00,20250130,Tuesday,2.0,48,8,28,86,Clear
01:35:00,20250129,Thursday,47.0,32,2,4,85,Clear
11:37:00,20250105,Wednesday,64.0,24,2,7,97,Heavy
08:00:00,20250107,Friday,17.0,14,16,22,69,Heavy
07:53:00,20250127,Friday,12.0,31,19,2,64,Jam
11:04:00,20250102,Sunday,27.0,6,13,25,71,Clear
15:27:00,20250111,Thursday,76.0,46,13,22,157,Jam
20:30:00,20250112,Saturday,12.0,17,3,10,42,Clear
15:02:00,20250128,Monday,92.0,15,11,24,142,Jam
00:55:00,20250112,Wednesday,25.0,25,18,5,73,Heavy
20:57:00,20250118,Friday,99.0,50,11,4,164,Clear
12:12:00,20250123,Tuesday,,10,6,21,37,Clear
18:06:00,20250124,Monday,0.0,26,11,22,59,Moderate
08:23:00,20250110,Wednesday,22.0,36,20,21,99,Moderate
14:19:00,20250109,Thursday,21.0,10,0,19,50,Jam
08:25:00,20250128,Sunday,25.0,5,12,20,62,Clear
17:37:00,20250125,Monday,30.0,49,2,14,95,Heavy
23:36:00,20250114,Wednesday,96.0,2,3,7,108,Heavy
16:25:00,20250122,Wednesday,78.0,35,3,10,126,Heavy
11:25:00,20250119,Sunday,88.0,5,19,2,114,Heavy
17:04:00,20250124,Monday,56.0,13,7,2,78,Clear
22:38:00,20250106,Monday,72.0,27,9,2,110,Moderate
03:18:00,20250122,Wednesday,34.0,3,2,19,58,Moderate
11:35:00,20250127,Tuesday,47.0,37,18,26,128,Heavy
03:33:00,20250109,Monday,87.0,30,7,5,129,Clear
07:14:00,20250119,Saturday,45.0,38,16,8,107,Clear
08:50:00,20250108,Saturday,,34,7,5,46,Moderate
11:35:00,20250103,Saturday,85.0,22,19,14,140,Heavy
14:28:00,20250102,Friday,38.0,-8,4,27,61,Moderate
06:15:00,20250112,Thursday,61.0,7,14,20,102,Clear
00:44:00,20250111,Tuesday,62.0,26,5,30,123,Heavy
13:27:00,20250110,Wednesday,56.0,33,15,27,131,Clear
08:52:00,20250117,Tuesday,45.0,42,5,16,108,Clear
12:27:00,20250101,Wednesday,19.0,18,4,23,64,Clear
03:01:00,20250114,Saturday,32.0,43,10,20,105,Heavy
03:37:00,20250122,Tuesday,40.0,18,13,29,100,Jam
12:34:00,20250128,Sunday,39.0,18,6,13,76,Jam
14:58:00,20250111,Sunday,22.0,8,17,19,66,Heavy
09:33:00,20250106,Monday,41.0,11,3,0,55,Jam
15:40:00,20250107,Friday,56.0,7,19,2,84,Moderate
17:07:00,20250116,Friday,21.0,3,14,14,52,Clear
11:27:00,20250110,Thursday,61.0,7,19,13,100,Moderate
00:43:00,20250111,Tuesday,,38,12,1,51,Clear
19:47:00,20250112,Thursday,47.0,31,11,8,97,Heavy
05:45:00,20250122,Sunday,42.0,14,2,20,78,Moderate
12:31:00,20250130,Wednesday,79.0,47,20,3,149,Jam
09:39:00,20250126,Sunday,1.0,16,4,19,40,Clear
19:31:00,20250102,Wednesday,62.0,33,11,12,118,Heavy
11:24:00,20250121,Sunday,56.0,26,19,21,122,Moderate
11:40:00,20250103,Tuesday,68.0,15,18,20,121,Heavy
05:52:00,20250123,Tuesday,58.0,39,19,27,143,Heavy
14:28:00,20250111,Tuesday,,46,6,15,67,Jam
07:14:00,20250112,Wednesday,11.0,11,1,15,38,Jam
15:58:00,20250110,Monday,54.0,17,5,17,93,Jam
20:32:00,20250123,Saturday,0.0,32,13,0,45,Moderate
11:25:00,20250104,Monday,87.0,49,20,7,163,Moderate
06:27:00,20250110,Tuesday,46.0,16,18,0,80,Heavy
18:20:00,20250121,Monday,63.0,11,5,30,109,Jam
15:47:00,20250116,Sunday,29.0,40,15,10,94,Jam
11:22:00,20250102,Saturday,77.0,36,1,10,124,Clear
04:13:00,20250112,Tuesday,61.0,9,13,5,88,Jam
03:36:00,20250128,Monday,23.0,6,3,9,41,Moderate
20:55:00,20250130,Saturday,14.0,28,20,19,81,Clear
23:16:00,20250130,Wednesday,16.0,45,3,14,78,Heavy
06:57:00,20250102,Sunday,59.0,38,4,26,127,Moderate
00:42:00,20250102,Friday,62.0,21,10,26,119,Clear
01:33:00,20250105,Monday,44.0,49,15,9,117,Jam
20:31:00,20250112,Thursday,35.0,4,9,12,60,Clear
22:42:00,20250130,Saturday,15.0,1,10,29,55,Moderate
09:37:00,20250116,Monday,27.0,1,12,29,69,Heavy
08:14:00,20250117,Thursday,0.0,37,15,25,77,Clear
00:20:00,20250105,Saturday,69.0,-2,18,21,106,Clear
13:15:00,20250104,Saturday,99.0,48,6,15,168,Jam
20:34:00,20250104,Friday,82.0,14,20,1,117,Heavy
12:11:00,20250118,Wednesday,,43,13,21,77,Moderate
09:59:00,20250118,Monday,94.0,29,20,4,147,Moderate
20:56:00,20250109,Thursday,85.0,18,20,5,128,Jam
20:23:00,20250131,Thursday,86.0,17,15,8,126,Clear
07:34:00,20250116,Tuesday,28.0,10,12,7,57,Clear
01:26:00,20250109,Thursday,12.0,15,16,28,71,Jam
16:27:00,20250114,Tuesday,28.0,2,15,15,60,Clear
10:55:00,20250117,Wednesday,25.0,39,7,9,80,Heavy
20:03:00,20250119,Friday,70.0,5,18,3,96,Moderate
07:39:00,20250114,Thursday,27.0,41,7,11,86,Heavy
15:01:00,20250130,Wednesday,42.0,29,7,30,108,Heavy
10:08:00,20250104,Monday,14.0,35,0,27,76,Jam
20:08:00,20250114,Monday,62.0,-8,19,0,73,Moderate
05:26:00,20250105,Friday,1.0,37,2,14,54,Heavy
04:59:00,20250121,Wednesday,76.0,42,19,2,139,Moderate
15:27:00,20250111,Tuesday,36.0,4,1,5,46,Heavy
22:12:00,20250101,Tuesday,,16,1,15,32,Moderate
16:48:00,20250109,Saturday,58.0,19,16,4,97,Heavy
10:00:00,20250129,Thursday,84.0,23,17,27,151,Jam
01:31:00,20250109,Friday,13.0,35,11,24,83,Jam
05:44:00,20250104,Wednesday,40.0,26,18,4,88,Clear
01:57:00,20250120,Friday,47.0,8,8,0,63,Jam
12:30:00,20250109,Tuesday,,38,3,27,68,Clear
23:11:00,20250102,Friday,50.0,22,14,19,105,Clear
12:58:00,20250121,Wednesday,17.0,11,11,8,47,Clear
03:12:00,20250117,Wednesday,49.0,-7,16,27,85,Moderate
09:30:00,20250127,Wednesday,34.0,33,11,8,86,Moderate
08:23:00,20250124,Friday,54.0,36,13,30,133,Jam
21:16:00,20250125,Sunday,97.0,-7,9,23,122,Moderate
16:11:00,20250117,Monday,20.0,47,16,8,91,Jam
22:08:00,20250103,Wednesday,34.0,22,16,7,79,Jam
02:42:00,20250128,Thursday,85.0,10,14,15,124,Clear
19:36:00,20250130,Friday,82.0,13,1,17,113,Moderate
22:24:00,20250111,Thursday,94.0,0,11,2,107,Clear
03:46:00,20250114,Sunday,49.0,34,12,30,125,Clear
06:17:00,20250109,Saturday,45.0,6,20,8,79,Moderate
02:59:00,20250116,Wednesday,50.0,22,1,23,96,Clear
16:40:00,20250125,Friday,91.0,-10,5,27,113,Heavy
18:19:00,20250130,Sunday,44.0,-2,18,26,86,Heavy
09:41:00,20250108,Saturday,52.0,50,20,2,124,Moderate
23:10:00,20250104,Sunday,4.0,47,14,6,71,Clear
04:47:00,20250113,Wednesday,77.0,12,6,19,114,Jam
15:23:00,20250126,Saturday,36.0,46,12,0,94,Moderate
18:43:00,20250117,Saturday,,29,12,12,53,Clear
00:51:00,20250101,Tuesday,70.0,0,1,9,80,Clear
23:15:00,20250130,Thursday,96.0,50,13,17,176,Jam
01:28:00,20250108,Friday,15.0,13,6,1,35,Clear
21:54:00,20250126,Thursday,69.0,43,19,18,149,Jam
22:43:00,20250112,Sunday,11.0,30,13,20,74,Moderate
11:49:00,20250105,Sunday,70.0,8,16,24,118,Moderate
06:23:00,20250106,Wednesday,63.0,9,18,2,92,Jam
17:08:00,20250120,Wednesday,54.0,39,14,30,137,Heavy
23:31:00,20250109,Wednesday,66.0,20,2,9,97,Clear
20:47:00,20250103,Tuesday,50.0,35,16,20,121,Moderate
20:04:00,20250116,Tuesday,60.0,6,14,8,88,Jam
08:08:00,20250110,Monday,48.0,3,6,1,58,Jam
09:10:00,20250115,Friday,70.0,12,11,15,108,Clear
13:27:00,20250128,Tuesday,32.0,15,14,8,69,Jam
13:06:00,20250118,Sunday,,48,9,7,64,Jam
14:29:00,20250111,Wednesday,38.0,10,9,17,74,Jam
12:23:00,20250120,Monday,19.0,34,7,14,74,Heavy
07:09:00,20250124,Monday,33.0,47,20,9,109,Moderate
23:11:00,20250131,Monday,100.0,14,4,18,136,Clear
06:12:00,20250117,Wednesday,4.0,24,5,23,56,Moderate
17:57:00,20250130,Monday,81.0,46,11,25,163,Moderate
23:17:00,20250114,Friday,41.0,0,18,13,72,Clear
13:19:00,20250104,Wednesday,46.0,3,17,14,80,Clear
01:55:00,20250107,Sunday,92.0,7,13,12,124,Jam
05:18:00,20250128,Sunday,49.0,34,15,9,107,Clear
13:21:00,20250113,Saturday,59.0,5,2,4,70,Heavy
03:04:00,20250131,Monday,12.0,20,9,27,68,Heavy
20:12:00,20250126,Monday,28.0,41,7,30,106,Jam
17:37:00,20250127,Thursday,,37,19,30,86,Jam
22:51:00,20250110,Thursday,15.0,3,13,22,53,Jam
07:12:00,20250131,Friday,32.0,9,12,3,56,Jam
04:01:00,20250127,Wednesday,80.0,40,6,26,152,Heavy
23:47:00,20250101,Thursday,56.0,18,7,12,93,Clear
13:29:00,20250121,Friday,10.0,41,17,6,74,Heavy
04:36:00,20250107,Tuesday,76.0,42,4,19,141,Jam
05:05:00,20250126,Wednesday,76.0,26,10,14,126,Heavy
00:50:00,20250129,Wednesday,0.0,44,4,24,72,Heavy
08:42:00,20250129,Thursday,73.0,29,11,0,113,Clear
09:21:00,20250108,Wednesday,,1,9,29,39,Clear
08:21:00,20250121,Saturday,48.0,-5,16,27,86,Moderate
09:25:00,20250129,Friday,85.0,18,16,21,140,Moderate
11:36:00,20250106,Sunday,92.0,6,10,28,136,Moderate
06:05:00,20250110,Friday,30.0,46,4,21,101,Moderate
07:55:00,20250130,Thursday,12.0,15,0,12,39,Clear
03:21:00,20250108,Monday,33.0,25,18,25,101,Heavy
21:05:00,20250128,Sunday,86.0,-6,6,20,106,Moderate
22:33:00,20250113,Tuesday,77.0,1,7,23,108,Clear
01:14:00,20250124,Saturday,99.0,26,15,3,143,Clear
13:26:00,20250120,Monday,59.0,1,17,20,97,Jam
17:57:00,20250125,Thursday,43.0,39,7,12,101,Heavy
03:47:00,20250126,Monday,61.0,45,9,3,118,Heavy
05:25:00,20250110,Tuesday,59.0,19,15,11,104,Clear
20:55:00,20250113,Sunday,85.0,12,7,18,122,Heavy
08:16:00,20250109,Wednesday,35.0,-9,13,0,39,Heavy
12:26:00,20250111,Thursday,32.0,14,16,10,72,Heavy
01:19:00,20250122,Thursday,84.0,-4,5,7,92,Jam
12:34:00,20250131,Thursday,18.0,9,20,20,67,Jam
11:07:00,20250102,Monday,71.0,8,17,0,96,Heavy
06:42:00,20250106,Friday,17.0,27,20,24,88,Clear
23:33:00,20250123,Friday,1.0,32,16,22,71,Clear
14:55:00,20250118,Monday,45.0,47,12,6,110,Clear
06:35:00,20250128,Wednesday,68.0,45,6,2,121,Clear
07:12:00,20250112,Thursday,11.0,3,12,23,49,Moderate
11:55:00,20250130,Monday,30.0,46,5,10,91,Jam
01:05:00,20250112,Monday,74.0,45,16,3,138,Heavy
16:50:00,20250119,Saturday,25.0,30,17,5,77,Jam
05:34:00,20250121,Monday,38.0,43,7,19,107,Clear
17:43:00,20250109,Wednesday,40.0,47,6,2,95,Jam
15:31:00,20250122,Friday,69.0,21,9,15,114,Clear
19:22:00,20250105,Thursday,84.0,46,9,8,147,Heavy
07:21:00,20250110,Sunday,8.0,5,7,22,42,Clear
16:59:00,20250104,Wednesday,96.0,23,19,8,146,Clear
20:37:00,20250107,Saturday,20.0,31,5,2,58,Clear
09:22:00,20250116,Friday,67.0,30,6,28,131,Clear
12:14:00,20250115,Saturday,29.0,17,15,7,68,Heavy
15:06:00,20250119,Thursday,58.0,9,3,14,84,Moderate
21:24:00,20250109,Monday,74.0,26,5,28,133,Jam
21:12:00,20250130,Wednesday,59.0,14,4,20,97,Jam
02:47:00,20250130,Saturday,44.0,34,2,9,89,Moderate
15:43:00,20250107,Wednesday,12.0,-5,15,26,48,Moderate
04:05:00,20250130,Thursday,6.0,12,7,20,45,Heavy
12:34:00,20250118,Saturday,79.0,4,15,27,125,Clear
19:41:00,20250111,Tuesday,32.0,26,9,20,87,Moderate
04:25:00,20250110,Thursday,52.0,31,5,24,112,Jam
09:55:00,20250122,Friday,16.0,32,3,18,69,Jam
21:44:00,20250108,Wednesday,10.0,24,19,15,68,Heavy
08:19:00,20250131,Wednesday,41.0,0,10,3,54,Heavy
04:30:00,20250129,Saturday,87.0,6,9,4,106,Jam
21:39:00,20250103,Friday,36.0,8,0,17,61,Heavy
23:59:00,20250109,Friday,56.0,24,10,28,118,Jam
14:28:00,20250114,Saturday,,47,14,26,87,Moderate
07:03:00,20250106,Saturday,74.0,16,3,22,115,Heavy
10:38:00,20250114,Sunday,96.0,31,15,1,143,Moderate
20:02:00,20250111,Thursday,21.0,37,18,20,96,Moderate
23:20:00,20250125,Thursday,78.0,8,12,26,124,Jam
20:59:00,20250118,Wednesday,68.0,18,1,2,89,Clear
03:30:00,20250129,Wednesday,49.0,16,8,11,84,Heavy
04:45:00,20250104,Friday,34.0,37,7,19,97,Moderate
02:23:00,20250123,Saturday,87.0,35,17,30,169,Jam
11:05:00,20250125,Wednesday,0.0,48,13,22,83,Clear
23:53:00,20250125,Sunday,20.0,35,10,30,95,Jam
18:50:00,20250125,Thursday,39.0,46,14,21,120,Heavy
22:52:00,20250119,Saturday,73.0,8,1,6,88,Jam
07:32:00,20250123,Tuesday,96.0,24,4,12,136,Moderate
22:13:00,20250112,Tuesday,10.0,17,18,3,48,Jam
15:54:00,20250131,Friday,50.0,20,20,6,96,Jam
03:18:00,20250125,Saturday,79.0,42,4,28,153,Moderate
14:24:00,20250103,Thursday,22.0,2,20,20,64,Heavy
11:01:00,20250131,Saturday,87.0,4,5,13,109,Heavy
20:37:00,20250102,Thursday,63.0,25,1,15,104,Clear
07:17:00,20250107,Thursday,26.0,25,13,15,79,Heavy
23:16:00,20250112,Saturday,22.0,10,13,8,53,Clear
05:27:00,20250114,Friday,30.0,24,11,29,94,Heavy
03:58:00,20250129,Sunday,27.0,-7,19,17,56,Moderate
13:49:00,20250101,Monday,35.0,14,3,15,67,Moderate
01:40:00,20250115,Sunday,65.0,7,20,27,119,Jam
02:13:00,20250112,Friday,,-8,17,18,27,Jam
23:33:00,20250102,Saturday,68.0,33,11,14,126,Jam
13:37:00,20250123,Friday,61.0,38,3,0,102,Heavy
08:57:00,20250119,Friday,57.0,15,12,24,108,Heavy
12:03:00,20250111,Wednesday,58.0,30,0,14,102,Clear
09:36:00,20250121,Friday,87.0,40,1,15,143,Jam
04:48:00,20250104,Thursday,84.0,22,14,22,142,Clear
14:52:00,20250106,Monday,17.0,29,11,12,69,Jam
08:42:00,20250117,Monday,27.0,12,13,11,63,Moderate
08:00:00,20250119,Thursday,89.0,14,9,20,132,Clear
18:17:00,20250110,Sunday,70.0,0,10,9,89,Heavy
04:17:00,20250118,Wednesday,12.0,45,2,28,87,Heavy
00:33:00,20250115,Sunday,89.0,0,2,18,109,Jam
19:32:00,20250104,Sunday,64.0,45,4,15,128,Clear
15:18:00,20250105,Saturday,65.0,36,18,18,137,Jam
03:20:00,20250121,Tuesday,47.0,4,16,12,79,Jam
04:37:00,20250126,Sunday,34.0,23,19,19,95,Heavy
08:41:00,20250102,Friday,30.0,33,2,28,93,Clear
20:54:00,20250123,Tuesday,39.0,8,18,8,73,Moderate
18:32:00,20250113,Tuesday,15.0,38,3,0,56,Clear
15:10:00,20250130,Friday,,47,12,0,59,Clear
05:59:00,20250131,Tuesday,32.0,17,3,12,64,Heavy
03:57:00,20250131,Thursday,28.0,-9,3,10,32,Jam
01:52:00,20250126,Sunday,73.0,46,2,0,121,Jam
23:38:00,20250113,Friday,11.0,25,20,0,56,Jam
20:54:00,20250122,Thursday,9.0,27,20,14,70,Clear
07:08:00,20250103,Friday,38.0,41,10,25,114,Moderate
08:29:00,20250130,Tuesday,,41,20,1,62,Clear
01:39:00,20250103,Friday,88.0,50,7,22,167,Moderate
04:34:00,20250116,Tuesday,30.0,1,19,17,67,Clear
21:38:00,20250117,Thursday,35.0,35,8,25,103,Jam
19:08:00,20250130,Thursday,90.0,25,18,9,142,Jam
02:37:00,20250108,Saturday,99.0,42,14,11,166,Moderate
23:39:00,20250130,Friday,59.0,23,2,9,93,Moderate
15:01:00,20250103,Wednesday,88.0,47,12,5,152,Moderate
17:59:00,20250118,Tuesday,17.0,27,4,24,72,Heavy
17:50:00,20250109,Saturday,25.0,16,6,15,62,Jam
14:33:00,20250107,Tuesday,61.0,37,18,4,120,Clear
23:37:00,20250118,Saturday,67.0,37,5,4,113,Clear
00:08:00,20250111,Sunday,21.0,4,2,26,53,Jam
01:18:00,20250131,Monday,29.0,9,13,13,64,Moderate
16:06:00,20250125,Monday,20.0,33,7,25,85,Clear
09:33:00,20250103,Sunday,5.0,28,11,1,45,Clear
09:13:00,20250122,Saturday,,9,12,24,45,Clear
20:24:00,20250113,Tuesday,67.0,17,3,13,100,Jam
04:10:00,20250109,Friday,16.0,5,0,23,44,Heavy
19:13:00,20250102,Wednesday,39.0,8,6,29,82,Jam
00:29:00,20250118,Wednesday,40.0,29,1,15,85,Clear
20:06:00,20250131,Friday,43.0,23,19,28,113,Clear
19:08:00,20250131,Sunday,96.0,38,4,13,151,Clear
04:11:00,20250125,Tuesday,11.0,29,20,3,63,Heavy
23:13:00,20250111,Thursday,6.0,41,20,26,93,Clear
23:27:00,20250116,Sunday,,2,10,4,16,Jam
04:38:00,20250120,Monday,46.0,3,9,8,66,Clear
11:06:00,20250114,Sunday,34.0,31,10,30,105,Jam
18:05:00,20250103,Wednesday,73.0,3,4,10,90,Jam
05:57:00,20250110,Saturday,41.0,23,0,4,68,Moderate
18:55:00,20250110,Sunday,87.0,22,19,29,157,Heavy
14:34:00,20250104,Wednesday,90.0,9,0,3,102,Clear
17:28:00,20250106,Thursday,27.0,38,0,16,81,Heavy
17:06:00,20250126,Wednesday,84.0,35,4,2,125,Clear
10:47:00,20250107,Friday,90.0,11,18,19,138,Clear
14:35:00,20250104,Sunday,27.0,12,16,24,79,Jam
00:33:00,20250108,Saturday,80.0,9,20,12,121,Clear
09:02:00,20250119,Thursday,,37,18,10,65,Clear
22:20:00,20250130,Saturday,57.0,9,20,17,103,Jam
01:30:00,20250107,Thursday,22.0,20,3,6,51,Heavy
17:49:00,20250118,Monday,85.0,47,20,15,167,Moderate
09:10:00,20250103,Friday,26.0,23,4,15,68,Jam
05:50:00,20250119,Tuesday,77.0,38,18,25,158,Heavy
02:27:00,20250128,Thursday,66.0,27,4,11,108,Clear
17:13:00,20250101,Thursday,91.0,2,17,4,114,Jam
11:06:00,20250125,Monday,65.0,18,3,20,106,Clear
00:36:00,20250124,Sunday,81.0,36,16,23,156,Jam
22:21:00,20250115,Monday,85.0,-7,12,13,103,Heavy
19:12:00,20250105,Wednesday,61.0,44,11,17,133,Clear
21:54:00,20250127,Sunday,95.0,24,18,24,161,Jam
17:42:00,20250107,Saturday,59.0,5,12,27,103,Clear
23:16:00,20250130,Friday,18.0,32,2,6,58,Jam
17:34:00,20250127,Friday,47.0,3,17,20,87,Jam
